1,11.252857,2.29607129,14.955000
2,17.177143,2.27861786,14.828000
3,34.049999,2.17822599,14.857000
4,54.077145,1.62567520,14.805000
5,65.977142,1.03177083,15.130000
6,73.349998,0.81376410,14.867000
7,78.841431,0.69588196,15.260000
8,81.554283,0.61362463,14.837000
9,83.642860,0.55392784,15.107000
10,84.941429,0.51018065,14.847000
11,86.255714,0.47311869,15.331000
12,87.137146,0.44540027,14.948000
13,87.935715,0.41997939,14.808000
14,88.488571,0.40421343,14.841000
15,88.831429,0.38763145,14.886000
16,89.207146,0.37504768,14.893000
17,89.661430,0.36275661,15.001000
18,89.874283,0.35475537,16.937000
19,90.184288,0.34808061,15.144000
20,90.232857,0.34070414,15.098000
21,90.480003,0.33407348,14.844000
22,90.671425,0.32739457,14.847000
23,90.798569,0.32184833,14.870000
24,90.942856,0.31656769,14.840000
25,91.148575,0.31136790,14.909000
26,91.258568,0.30636624,15.127000
27,91.472855,0.30123782,14.881000
28,91.577141,0.29690599,14.857000
29,91.684288,0.29169151,14.827000
30,91.827141,0.28761360,14.856000
31,91.948570,0.28287110,15.080000
32,92.070000,0.27849665,15.122000
33,92.162857,0.27603501,14.830000
34,92.391426,0.27085418,14.908000
35,92.418571,0.26692995,15.095000
36,92.575714,0.26227388,14.833000
37,92.691429,0.25754151,14.843000
38,92.774284,0.25351381,14.908000
39,92.822861,0.25095010,14.851000
40,93.000000,0.24555027,14.813000
41,93.114288,0.24354805,14.815000
42,93.245712,0.23870803,14.869000
43,93.335716,0.23408033,14.871000
44,93.419998,0.23185976,14.805000
45,93.528572,0.22836542,14.805000
46,93.558571,0.22491314,14.819000
47,93.642860,0.22197747,14.963000
48,93.775711,0.21751548,14.853000
49,93.798569,0.21542244,14.824000
50,93.931427,0.21183239,14.827000
