1,90.288574,0.33065376,17.896000
2,91.902855,0.27100402,17.941000
3,92.952858,0.23999347,18.103001
4,93.519997,0.21864244,17.907000
5,94.080002,0.20212154,17.908001
6,94.381432,0.19130243,17.950001
7,94.521431,0.18412875,17.882000
8,94.918571,0.17324111,18.166000
9,95.125717,0.16567920,17.941999
10,95.317146,0.15998250,17.955000
11,95.425713,0.15563619,17.875000
12,95.588570,0.15121548,17.917000
13,95.662857,0.14604932,18.138000
14,95.747147,0.14336923,18.152000
15,95.837143,0.13944165,17.872999
16,95.954285,0.13697997,17.966000
17,95.988571,0.13443302,17.867001
18,96.041428,0.13176937,17.882999
19,96.190002,0.12876749,17.987000
20,96.238571,0.12656577,17.900999
21,96.337143,0.12359234,17.993999
22,96.368568,0.12193897,17.929001
23,96.414284,0.12099154,17.972000
24,96.497147,0.11878880,17.971001
25,96.504288,0.11756564,17.889999
26,96.585716,0.11468983,18.035999
27,96.665718,0.11337120,17.891001
28,96.709999,0.11159527,17.900000
29,96.744286,0.11044712,17.877001
30,96.779999,0.10918030,17.952999
31,96.809998,0.10775260,17.839001
32,96.837143,0.10725834,17.850000
33,96.865715,0.10528015,17.830000
34,96.919998,0.10337671,17.801001
35,96.954285,0.10267533,17.861000
36,97.007141,0.10130301,17.934999
37,97.025711,0.10113496,17.895000
38,97.041428,0.09953967,17.893000
39,97.068573,0.09890912,17.858999
40,97.110001,0.09713095,17.936001
41,97.162857,0.09614611,17.941999
42,97.165718,0.09569968,17.915001
43,97.228569,0.09420866,18.098000
44,97.237144,0.09368972,17.927000
45,97.251427,0.09251558,17.881001
46,97.272858,0.09152767,17.959000
47,97.297142,0.09104578,17.906000
48,97.309998,0.09037641,17.891001
49,97.335716,0.08952476,17.865000
50,97.328575,0.08926824,17.896000
