1,92.322861,0.26020619,80.774002
2,93.868568,0.20972510,80.870003
3,94.674286,0.18184197,81.143997
4,95.209999,0.16351674,80.817001
5,95.615715,0.15035155,80.730003
6,95.922859,0.14030112,80.695999
7,96.161430,0.13223194,80.740997
8,96.341431,0.12554505,81.177002
9,96.515717,0.11996438,80.716003
10,96.658569,0.11512484,81.047997
11,96.790001,0.11084285,81.178001
12,96.881432,0.10701359,81.059998
13,96.971428,0.10362032,83.435997
14,97.067146,0.10052405,80.887001
15,97.150002,0.09767088,80.655998
16,97.218575,0.09506067,80.678001
17,97.281425,0.09266864,81.248001
18,97.349998,0.09044005,80.603996
19,97.407143,0.08835457,80.887001
20,97.472855,0.08637717,80.884003
21,97.521431,0.08454447,80.571999
22,97.578575,0.08283167,80.910004
23,97.638573,0.08120729,80.786003
24,97.674286,0.07968158,80.600998
25,97.717140,0.07822908,80.678001
26,97.765717,0.07685235,80.558998
27,97.811432,0.07553998,80.811996
28,97.834282,0.07429865,81.632004
29,97.877144,0.07309902,80.921997
30,97.908569,0.07197588,81.000999
31,97.940002,0.07087967,81.394997
32,97.957146,0.06983037,81.168999
33,97.982857,0.06882583,81.014000
34,98.010002,0.06786059,81.153000
35,98.048569,0.06693385,80.860001
36,98.075714,0.06603272,80.875999
37,98.107140,0.06517540,80.945000
38,98.141426,0.06433943,81.088997
39,98.171425,0.06353366,80.877998
40,98.190002,0.06276575,80.788002
41,98.207146,0.06202122,80.852997
42,98.232857,0.06128020,81.087997
43,98.254288,0.06056343,80.843002
44,98.275711,0.05986093,80.899002
45,98.287140,0.05917819,80.821999
46,98.308571,0.05851064,81.038002
47,98.322861,0.05787179,81.055000
48,98.352859,0.05723669,81.292999
49,98.374283,0.05662353,81.168999
50,98.394287,0.05601943,81.278000
